time,seconds_elapsed,z,y,x
1717012781086275800,0.12127587890625,0.024548999965190887,0.7301700115203857,0.6136890053749084
1717012781096162600,0.13116259765625,0.5348399877548218,-0.28626298904418945,-1.1066479682922363
1717012781106049500,0.141049560546875,0.5348399877548218,-0.28626298904418945,-1.1066479682922363
1717012781115934500,0.1509345703125,-0.16812799870967865,-0.4434100091457367,-0.9901180267333984
1717012781125819100,0.160819091796875,-0.5673019886016846,-0.35072800517082214,-0.5224940180778503
1717012781135703800,0.170703857421875,-0.4922409951686859,-0.006982000079005957,0.1588039994239807
1717012781145588500,0.18058837890625,-0.36899301409721375,0.4256129860877991,0.7182430028915405
1717012781155473200,0.19047314453125,-0.3127939999103546,0.40769100189208984,1.1153939962387085
1717012781165358000,0.200358154296875,-0.15423500537872314,0.3317520022392273,1.4019149541854858
1717012781175242800,0.21024267578125,0.001411000033840537,0.37900200486183167,1.28793203830719
1717012781185127400,0.22012744140625,0.2651289999485016,0.2624010145664215,1.015146017074585
1717012781195012000,0.23001220703125,0.5977029800415039,-0.07167799770832062,0.888916015625
1717012781204896800,0.239896728515625,0.8741620182991028,0.42185598611831665,0.22073300182819366
1717012781214781700,0.24978173828125,1.0289289951324463,0.28228500485420227,0.1357859969139099
1717012781224666400,0.259666259765625,0.7567440271377563,-0.5181710124015808,0.447829008102417
1717012781234551000,0.269551025390625,0.05099499970674515,-0.3433369994163513,0.3638629913330078
1717012781244435700,0.279435791015625,-0.5760030150413513,-0.0754690021276474,-0.41530901193618774
1717012781254320400,0.2893203125,-1.2688030004501343,-0.4707750082015991,-0.9594470262527466
1717012781264205300,0.299205322265625,-1.4390419721603394,-0.734220027923584,-1.2203569412231445
1717012781274090000,0.309090087890625,-1.3080339431762695,-0.3345760107040405,-1.183485984802246
1717012781283975000,0.318974853515625,-1.17842698097229,0.43873798847198486,-0.47718900442123413
1717012781293859600,0.328859619140625,-1.0155420303344727,0.6637899875640869,0.4646480083465576
1717012781303744500,0.33874462890625,-0.8572329878807068,0.10383199900388718,1.1797189712524414
1717012781313629200,0.348629150390625,-0.5745859742164612,-0.3441329896450043,1.3613749742507935
1717012781323513600,0.358513671875,-1.0820690393447876,-0.6321070194244385,0.9682999849319458
1717012781333398500,0.3683984375,-1.8544549942016602,-0.41768500208854675,-0.7173590064048767
1717012781343283200,0.378283203125,-2.2403640747070312,-0.03094800002872944,-1.7442870140075684
1717012781353168100,0.388168212890625,-2.2498910427093506,-0.5287579894065857,-1.174630045890808
1717012781363052800,0.398052734375,-1.6375130414962769,-1.1454060077667236,0.11869499832391739
1717012781372937500,0.4079375,-1.0780110359191895,-0.9451249837875366,0.9421560168266296
1717012781382822400,0.417822509765625,-0.6672080159187317,-0.9017000198364258,1.2993249893188477
1717012781392706800,0.427706787109375,-0.7001670002937317,-1.2517600059509277,1.3498599529266357
1717012781402591700,0.437591796875,-0.8113330006599426,-1.343008041381836,0.7086880207061768
1717012781412476400,0.447476318359375,-0.7810660004615784,-1.3440059423446655,-0.04824899882078171
1717012781422361300,0.457361328125,-0.9352530241012573,-1.5312050580978394,-0.3545989990234375
1717012781432246000,0.46724609375,-1.277001976966858,-1.5705640316009521,-0.2916789948940277
1717012781442131000,0.477130859375,-1.1672019958496094,-1.4036509990692139,-0.12774300575256348
1717012781452015600,0.487015625,-0.9377610087394714,-0.8277209997177124,0.21780499815940857
1717012781461900300,0.496900390625,-1.7670090198516846,-0.06457599997520447,1.7606439590454102
1717012781471785000,0.506784912109375,-2.9864070415496826,-0.12846100330352783,3.155714988708496
1717012781481670000,0.516669921875,-1.8603260517120361,-1.2251689434051514,3.0957720279693604
1717012781491554600,0.526554443359375,-0.7770599722862244,-1.0953350067138672,3.210216999053955
1717012781501439500,0.536439453125,0.3487510085105896,-0.9850680232048035,2.9569740295410156
1717012781511324200,0.54632421875,1.2734010219573975,-1.2560540437698364,3.0879790782928467
1717012781521209000,0.556208984375,2.473120927810669,-1.4192429780960083,4.089582920074463
1717012781531093800,0.56609375,4.093696117401123,-1.108994960784912,4.559666156768799
1717012781540978400,0.575978515625,5.673357009887695,-0.8159949779510498,4.212533950805664
1717012781550863000,0.585863037109375,6.077885150909424,-0.8871960043907166,3.751626968383789
1717012781560747800,0.595747802734375,5.967907905578613,-1.3953570127487183,3.7445011138916016
1717012781570632700,0.6056328125,6.855126857757568,-2.329085111618042,5.318000793457031
1717012781580517400,0.615517333984375,9.007301330566406,-2.7560689449310303,7.263999938964844
1717012781590402300,0.62540234375,11.009040832519531,-3.425654888153076,6.055200099945068
1717012781600287000,0.635286865234375,12.231233596801758,-4.719723224639893,2.65775990486145
1717012781610171600,0.645171630859375,12.203388214111328,-4.873379230499268,-1.3473910093307495
1717012781620056600,0.655056640625,10.890710830688477,-3.0963029861450195,-4.953911781311035
1717012781629941200,0.664941162109375,8.70536994934082,-1.9578419923782349,-6.255129814147949
1717012781639826200,0.674826171875,6.743495941162109,-2.3646740913391113,-4.858503818511963
1717012781649710800,0.6847109375,5.990795135498047,-2.781338930130005,-2.597203016281128
1717012781659595500,0.694595458984375,5.388635158538818,-2.730670928955078,-1.4649629592895508
1717012781669480400,0.70448046875,3.942909002304077,-2.6917378902435303,-1.943969964981079
1717012781679365400,0.714365478515625,1.794327974319458,-2.596590042114258,-3.1895759105682373
1717012781689250000,0.72425,-0.7013369798660278,-2.525270938873291,-4.326060771942139
1717012781699135000,0.734135009765625,-3.026668071746826,-1.9514169692993164,-5.468849182128906
1717012781709019400,0.744019287109375,-5.0749359130859375,-1.2067339420318604,-6.205479145050049
